frame.number|ip.src|ip.dst|_ws.col.protocol|frame.len|kerberos.CNameString|kerberos.realm|kerberos.SNameString|ntlmssp.auth.username|ntlmssp.auth.domain|ntlmssp.auth.hostname
27378|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
27379|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
27380|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
27381|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
27382|10.1.17.215|10.1.17.2|EPM|222||||||
27383|10.1.17.2|10.1.17.215|EPM|322||||||
27384|10.1.17.215|10.1.17.2|DRSUAPI|258||||||
27385|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
27386|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
27387|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
27388|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
27389|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
27393|10.1.17.215|10.1.17.2|LDAP|404||||||
27395|10.1.17.2|10.1.17.215|LDAP|1450||||||
27398|10.1.17.215|10.1.17.2|LDAP|760||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
27400|10.1.17.2|10.1.17.215|LDAP|264||||||
27401|10.1.17.215|10.1.17.2|LDAP|238||||||
27402|10.1.17.2|10.1.17.215|LDAP|262||||||
27403|10.1.17.215|10.1.17.2|LDAP|243||||||
27404|10.1.17.2|10.1.17.215|LDAP|220||||||
27405|10.1.17.215|10.1.17.2|LDAP|237||||||
27406|10.1.17.2|10.1.17.215|LDAP|273||||||
27411|10.1.17.215|10.1.17.2|LDAP|760||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
27413|10.1.17.2|10.1.17.215|LDAP|264||||||
27414|10.1.17.215|10.1.17.2|LDAP|172||||||
27417|10.1.17.2|10.1.17.215|LDAP|330||||||
27419|10.1.17.215|10.1.17.2|LDAP|312||||||
27420|10.1.17.2|10.1.17.215|LDAP|340||||||
27421|10.1.17.215|10.1.17.2|LDAP|129||||||
27424|10.1.17.215|10.1.17.2|LDAP|129||||||
27615|10.1.17.215|10.1.17.255|BROWSER|243||||||
27768|10.1.17.215|10.1.17.2|DCERPC|214||||||
27769|10.1.17.2|10.1.17.215|DCERPC|162||||||
27770|10.1.17.215|10.1.17.2|EPM|222||||||
27771|10.1.17.2|10.1.17.215|EPM|322||||||
27776|10.1.17.215|10.1.17.2|DCERPC|851||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
27778|10.1.17.2|10.1.17.215|DCERPC|338||||||
27779|10.1.17.215|10.1.17.2|DCERPC|274||||||
27780|10.1.17.2|10.1.17.215|DCERPC|159||||||
27781|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
27782|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
27783|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
27784|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
27785|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
27786|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
27787|10.1.17.215|10.1.17.2|EPM|222||||||
27788|10.1.17.2|10.1.17.215|EPM|322||||||
27789|10.1.17.215|10.1.17.2|DRSUAPI|258||||||
27790|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
27791|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
27792|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
27793|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
27794|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
27798|10.1.17.215|10.1.17.2|LDAP|404||||||
27800|10.1.17.2|10.1.17.215|LDAP|1450||||||
27803|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
27805|10.1.17.2|10.1.17.215|LDAP|264||||||
27806|10.1.17.215|10.1.17.2|LDAP|238||||||
27807|10.1.17.2|10.1.17.215|LDAP|262||||||
27808|10.1.17.215|10.1.17.2|LDAP|243||||||
27809|10.1.17.2|10.1.17.215|LDAP|220||||||
27810|10.1.17.215|10.1.17.2|LDAP|237||||||
27811|10.1.17.2|10.1.17.215|LDAP|273||||||
27816|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
27818|10.1.17.2|10.1.17.215|LDAP|264||||||
27819|10.1.17.215|10.1.17.2|LDAP|172||||||
27822|10.1.17.2|10.1.17.215|LDAP|330||||||
27824|10.1.17.215|10.1.17.2|LDAP|312||||||
27825|10.1.17.2|10.1.17.215|LDAP|340||||||
27826|10.1.17.215|10.1.17.2|LDAP|129||||||
27829|10.1.17.215|10.1.17.2|LDAP|129||||||
31340|10.1.17.215|10.1.17.2|DCERPC|214||||||
31341|10.1.17.2|10.1.17.215|DCERPC|162||||||
31342|10.1.17.215|10.1.17.2|EPM|222||||||
31343|10.1.17.2|10.1.17.215|EPM|322||||||
31351|10.1.17.215|10.1.17.2|DCERPC|851||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
31353|10.1.17.2|10.1.17.215|DCERPC|338||||||
31354|10.1.17.215|10.1.17.2|DCERPC|274||||||
31355|10.1.17.2|10.1.17.215|DCERPC|159||||||
31357|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
31359|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
31360|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
31367|10.1.17.2|10.1.17.215|DRSUAPI|370||||||
31369|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
31370|10.1.17.2|10.1.17.215|DRSUAPI|402||||||
31371|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
31372|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
31379|10.1.17.215|10.1.17.2|DCERPC|214||||||
31380|10.1.17.2|10.1.17.215|DCERPC|162||||||
31381|10.1.17.215|10.1.17.2|EPM|222||||||
31382|10.1.17.2|10.1.17.215|EPM|322||||||
31387|10.1.17.215|10.1.17.2|DCERPC|851||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
31389|10.1.17.2|10.1.17.215|DCERPC|338||||||
31390|10.1.17.215|10.1.17.2|DCERPC|274||||||
31391|10.1.17.2|10.1.17.215|DCERPC|159||||||
31392|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
31393|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
31394|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
31395|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
31396|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
31397|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
31398|10.1.17.215|10.1.17.2|EPM|222||||||
31399|10.1.17.2|10.1.17.215|EPM|322||||||
31400|10.1.17.215|10.1.17.2|DRSUAPI|258||||||
31401|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
31402|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
31403|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
31406|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
31412|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
31421|10.1.17.215|10.1.17.2|LDAP|404||||||
31423|10.1.17.2|10.1.17.215|LDAP|1450||||||
31431|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
31435|10.1.17.2|10.1.17.215|LDAP|264||||||
31436|10.1.17.215|10.1.17.2|LDAP|238||||||
31437|10.1.17.2|10.1.17.215|LDAP|262||||||
31440|10.1.17.215|10.1.17.2|LDAP|243||||||
31442|10.1.17.2|10.1.17.215|LDAP|220||||||
31443|10.1.17.215|10.1.17.2|LDAP|237||||||
31444|10.1.17.2|10.1.17.215|LDAP|273||||||
31449|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
31451|10.1.17.2|10.1.17.215|LDAP|264||||||
31452|10.1.17.215|10.1.17.2|LDAP|172||||||
31455|10.1.17.2|10.1.17.215|LDAP|330||||||
31457|10.1.17.215|10.1.17.2|LDAP|312||||||
31458|10.1.17.2|10.1.17.215|LDAP|340||||||
31459|10.1.17.215|10.1.17.2|LDAP|129||||||
31462|10.1.17.215|10.1.17.2|LDAP|129||||||
31661|10.1.17.215|10.1.17.2|DCERPC|214||||||
31663|10.1.17.2|10.1.17.215|DCERPC|162||||||
31664|10.1.17.215|10.1.17.2|EPM|222||||||
31665|10.1.17.2|10.1.17.215|EPM|322||||||
31670|10.1.17.215|10.1.17.2|DCERPC|851||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
31678|10.1.17.2|10.1.17.215|DCERPC|338||||||
31679|10.1.17.215|10.1.17.2|DCERPC|274||||||
31680|10.1.17.2|10.1.17.215|DCERPC|159||||||
31681|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
31682|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
31683|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
31684|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
31685|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
31686|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
31691|10.1.17.215|10.1.17.2|EPM|222||||||
31692|10.1.17.2|10.1.17.215|EPM|322||||||
31693|10.1.17.215|10.1.17.2|DRSUAPI|258||||||
31694|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
31695|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
31702|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
31703|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
31704|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
31710|10.1.17.215|10.1.17.2|LDAP|404||||||
31712|10.1.17.2|10.1.17.215|LDAP|1450||||||
31715|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
31717|10.1.17.2|10.1.17.215|LDAP|264||||||
31718|10.1.17.215|10.1.17.2|LDAP|238||||||
31719|10.1.17.2|10.1.17.215|LDAP|262||||||
31720|10.1.17.215|10.1.17.2|LDAP|243||||||
31721|10.1.17.2|10.1.17.215|LDAP|220||||||
31722|10.1.17.215|10.1.17.2|LDAP|237||||||
31723|10.1.17.2|10.1.17.215|LDAP|273||||||
31742|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
31746|10.1.17.2|10.1.17.215|LDAP|264||||||
31748|10.1.17.215|10.1.17.2|LDAP|172||||||
31751|10.1.17.2|10.1.17.215|LDAP|330||||||
31753|10.1.17.215|10.1.17.2|LDAP|312||||||
31754|10.1.17.2|10.1.17.215|LDAP|340||||||
31755|10.1.17.215|10.1.17.2|LDAP|129||||||
31758|10.1.17.215|10.1.17.2|LDAP|129||||||
32735|10.1.17.215|10.1.17.2|SMB|213||||||
32741|10.1.17.215|10.1.17.2|SMB2|936||BLUEMOONTUESDAY.COM|cifs,WIN-GSH54QLW48D.bluemoontuesday.com|||
32743|10.1.17.2|10.1.17.215|SMB2|314||||||
32764|10.1.17.215|10.1.17.255|BROWSER|228||||||
32772|10.1.17.215|10.1.17.255|BROWSER|228||||||
32773|10.1.17.215|10.1.17.255|BROWSER|228||||||
32779|10.1.17.215|10.1.17.255|BROWSER|228||||||
32784|10.1.17.215|10.1.17.255|BROWSER|240||||||
32790|10.1.17.215|10.1.17.255|BROWSER|240||||||
32791|10.1.17.215|10.1.17.255|BROWSER|240||||||
32792|10.1.17.215|10.1.17.255|BROWSER|240||||||
36283|10.1.17.215|10.1.17.2|SMB|213||||||
36294|10.1.17.215|10.1.17.2|KRB5|480||BLUEMOONTUESDAY.COM,BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM,cifs,WIN-GSH54QLW48D.bluemoontuesday.com|||
36297|10.1.17.2|10.1.17.215|KRB5|453|DESKTOP-L8C5GSJ$|BLUEMOONTUESDAY.COM|cifs,WIN-GSH54QLW48D.bluemoontuesday.com|||
36304|10.1.17.215|10.1.17.2|SMB2|936||BLUEMOONTUESDAY.COM|cifs,WIN-GSH54QLW48D.bluemoontuesday.com|||
36306|10.1.17.2|10.1.17.215|SMB2|314||||||
36316|10.1.17.215|10.1.17.2|DCERPC|330||||||
36319|10.1.17.2|10.1.17.215|DCERPC|254||||||
36320|10.1.17.215|10.1.17.2|LSARPC|378||||||
36323|10.1.17.2|10.1.17.215|LSARPC|202||||||
36324|10.1.17.215|10.1.17.2|LSARPC|214||||||
36327|10.1.17.2|10.1.17.215|LSARPC|186||||||
36333|10.1.17.215|10.1.17.2|DCERPC|214||||||
36334|10.1.17.2|10.1.17.215|DCERPC|162||||||
36335|10.1.17.215|10.1.17.2|EPM|222||||||
36336|10.1.17.2|10.1.17.215|EPM|322||||||
36340|10.1.17.215|10.1.17.2|DCERPC|300||||||
36341|10.1.17.2|10.1.17.215|DCERPC|182||||||
36342|10.1.17.215|10.1.17.2|LSARPC|350||||||
36343|10.1.17.2|10.1.17.215|LSARPC|238||||||
36344|10.1.17.215|10.1.17.2|DCERPC|212||||||
36345|10.1.17.2|10.1.17.215|DCERPC|130||||||
36346|10.1.17.215|10.1.17.2|LSARPC|302||||||
36347|10.1.17.2|10.1.17.215|LSARPC|238||||||
36550|10.1.17.215|10.1.17.2|DCERPC|214||||||
36551|10.1.17.2|10.1.17.215|DCERPC|162||||||
36552|10.1.17.215|10.1.17.2|EPM|222||||||
36553|10.1.17.2|10.1.17.215|EPM|322||||||
36558|10.1.17.215|10.1.17.2|DCERPC|851||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
36560|10.1.17.2|10.1.17.215|DCERPC|338||||||
36561|10.1.17.215|10.1.17.2|DCERPC|274||||||
36562|10.1.17.2|10.1.17.215|DCERPC|159||||||
36563|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
36564|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
36565|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
36566|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
36567|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
36568|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
36569|10.1.17.215|10.1.17.2|EPM|222||||||
36570|10.1.17.2|10.1.17.215|EPM|322||||||
36571|10.1.17.215|10.1.17.2|DRSUAPI|258||||||
36572|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
36573|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
36574|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
36575|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
36576|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
36660|10.1.17.215|10.1.17.2|LDAP|404||||||
36662|10.1.17.2|10.1.17.215|LDAP|1450||||||
36665|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
36667|10.1.17.2|10.1.17.215|LDAP|264||||||
36668|10.1.17.215|10.1.17.2|LDAP|238||||||
36669|10.1.17.2|10.1.17.215|LDAP|262||||||
36670|10.1.17.215|10.1.17.2|LDAP|243||||||
36671|10.1.17.2|10.1.17.215|LDAP|220||||||
36672|10.1.17.215|10.1.17.2|LDAP|237||||||
36673|10.1.17.2|10.1.17.215|LDAP|273||||||
36686|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
36689|10.1.17.2|10.1.17.215|LDAP|264||||||
36690|10.1.17.215|10.1.17.2|LDAP|172||||||
36693|10.1.17.2|10.1.17.215|LDAP|330||||||
36695|10.1.17.215|10.1.17.2|LDAP|312||||||
36696|10.1.17.2|10.1.17.215|LDAP|340||||||
36697|10.1.17.215|10.1.17.2|LDAP|129||||||
36700|10.1.17.215|10.1.17.2|LDAP|129||||||
36836|10.1.17.215|10.1.17.2|DCERPC|214||||||
36837|10.1.17.2|10.1.17.215|DCERPC|162||||||
36840|10.1.17.215|10.1.17.2|EPM|222||||||
36847|10.1.17.2|10.1.17.215|EPM|322||||||
36853|10.1.17.215|10.1.17.2|DCERPC|851||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
36858|10.1.17.2|10.1.17.215|DCERPC|338||||||
36863|10.1.17.215|10.1.17.2|DCERPC|274||||||
36867|10.1.17.2|10.1.17.215|DCERPC|159||||||
36871|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
36872|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
36873|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
36874|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
36875|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
36876|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
36877|10.1.17.215|10.1.17.2|EPM|222||||||
36878|10.1.17.2|10.1.17.215|EPM|322||||||
36879|10.1.17.215|10.1.17.2|DRSUAPI|258||||||
36880|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
36881|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
36882|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
36883|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
36884|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
36889|10.1.17.215|10.1.17.2|LDAP|404||||||
36897|10.1.17.2|10.1.17.215|LDAP|1450||||||
36902|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
36904|10.1.17.2|10.1.17.215|LDAP|264||||||
36906|10.1.17.215|10.1.17.2|LDAP|238||||||
36909|10.1.17.2|10.1.17.215|LDAP|262||||||
36910|10.1.17.215|10.1.17.2|LDAP|243||||||
36911|10.1.17.2|10.1.17.215|LDAP|220||||||
36912|10.1.17.215|10.1.17.2|LDAP|237||||||
36914|10.1.17.2|10.1.17.215|LDAP|273||||||
36923|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
36925|10.1.17.2|10.1.17.215|LDAP|264||||||
36926|10.1.17.215|10.1.17.2|LDAP|172||||||
36929|10.1.17.2|10.1.17.215|LDAP|330||||||
36931|10.1.17.215|10.1.17.2|LDAP|312||||||
36932|10.1.17.2|10.1.17.215|LDAP|340||||||
36933|10.1.17.215|10.1.17.2|LDAP|129||||||
36936|10.1.17.215|10.1.17.2|LDAP|129||||||
38188|10.1.17.215|10.1.17.255|BROWSER|228||||||
38193|10.1.17.215|10.1.17.255|BROWSER|228||||||
38194|10.1.17.215|10.1.17.255|BROWSER|228||||||
38198|10.1.17.215|10.1.17.255|BROWSER|228||||||
38201|10.1.17.215|10.1.17.255|BROWSER|240||||||
38206|10.1.17.215|10.1.17.255|BROWSER|240||||||
38209|10.1.17.215|10.1.17.255|BROWSER|240||||||
38210|10.1.17.215|10.1.17.255|BROWSER|240||||||
38326|10.1.17.215|10.1.17.2|DCERPC|214||||||
38327|10.1.17.2|10.1.17.215|DCERPC|162||||||
38328|10.1.17.215|10.1.17.2|EPM|222||||||
38329|10.1.17.2|10.1.17.215|EPM|322||||||
38333|10.1.17.215|10.1.17.2|DCERPC|300||||||
38334|10.1.17.2|10.1.17.215|DCERPC|182||||||
38335|10.1.17.215|10.1.17.2|LSARPC|350||||||
38336|10.1.17.2|10.1.17.215|LSARPC|238||||||
38337|10.1.17.215|10.1.17.2|DCERPC|212||||||
38338|10.1.17.2|10.1.17.215|DCERPC|130||||||
38339|10.1.17.215|10.1.17.2|LSARPC|302||||||
38340|10.1.17.2|10.1.17.215|LSARPC|238||||||
38564|10.1.17.215|10.1.17.2|DCERPC|214||||||
38565|10.1.17.2|10.1.17.215|DCERPC|162||||||
38566|10.1.17.215|10.1.17.2|EPM|222||||||
38567|10.1.17.2|10.1.17.215|EPM|322||||||
38572|10.1.17.215|10.1.17.2|DCERPC|851||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
38574|10.1.17.2|10.1.17.215|DCERPC|338||||||
38575|10.1.17.215|10.1.17.2|DCERPC|274||||||
38576|10.1.17.2|10.1.17.215|DCERPC|159||||||
38577|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
38578|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
38579|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
38580|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
38581|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
38582|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
38583|10.1.17.215|10.1.17.2|EPM|222||||||
38584|10.1.17.2|10.1.17.215|EPM|322||||||
38585|10.1.17.215|10.1.17.2|DRSUAPI|258||||||
38586|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
38587|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
38588|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
38589|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
38590|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
38594|10.1.17.215|10.1.17.2|LDAP|404||||||
38596|10.1.17.2|10.1.17.215|LDAP|1450||||||
38599|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
38601|10.1.17.2|10.1.17.215|LDAP|264||||||
38602|10.1.17.215|10.1.17.2|LDAP|238||||||
38603|10.1.17.2|10.1.17.215|LDAP|262||||||
38604|10.1.17.215|10.1.17.2|LDAP|243||||||
38605|10.1.17.2|10.1.17.215|LDAP|220||||||
38606|10.1.17.215|10.1.17.2|LDAP|237||||||
38607|10.1.17.2|10.1.17.215|LDAP|273||||||
38612|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
38614|10.1.17.2|10.1.17.215|LDAP|264||||||
38615|10.1.17.215|10.1.17.2|LDAP|172||||||
38618|10.1.17.2|10.1.17.215|LDAP|330||||||
38620|10.1.17.215|10.1.17.2|LDAP|312||||||
38621|10.1.17.2|10.1.17.215|LDAP|340||||||
38622|10.1.17.215|10.1.17.2|LDAP|129||||||
38624|10.1.17.215|10.1.17.2|LDAP|129||||||
39034|10.1.17.215|10.1.17.255|BROWSER|243||||||
39202|10.1.17.215|10.1.17.255|BROWSER|228||||||
39205|10.1.17.215|10.1.17.255|BROWSER|228||||||
39206|10.1.17.215|10.1.17.255|BROWSER|228||||||
39210|10.1.17.215|10.1.17.255|BROWSER|228||||||
39217|10.1.17.215|10.1.17.255|BROWSER|240||||||
39218|10.1.17.215|10.1.17.255|BROWSER|240||||||
39219|10.1.17.215|10.1.17.255|BROWSER|240||||||
39220|10.1.17.215|10.1.17.255|BROWSER|240||||||
